Date	Type	Country	Area	Location	Activity	Name	Sex 	Age	Fatal (Y/N)	Grad Injury	Location of Injury	Type of Shark	Size of Shark	Investigator or Source	pdf
2017-04-20	Invalid	USA	South Carolina	Georgetown County	Swimming		M	0		Fatal	left foot	Unknown	Unknown	C. Creswell, GSAF	PawleysIsland
	Unprovoked	USA	Florida	Daytona Beach, Volusia County		nan		0	N	Injury	the foot	Unknown	Unknown	Daytona Beach News-Journal, 4/17/2017	bVolusia
	Unprovoked	AUSTRALIA	Western Australia	Kelpies near Wylie Bay	Surfing	Laeticia Brouwer	F	17	Y	Fatal	Unknown	White shark	Unknown	B. Myatt, GSAF	aBrouwer
2017-04-14	Unprovoked	USA	Hawaii	Kekaha Beach, Kauai	Surfing	Baboo	M	28	N	Injury	right leg	Tiger shark	12'	Hawaii News Now, 4/14/2017	Baboo
2017-04-13	Unprovoked	USA	Florida	Hanna Park, Jacksonville, Duval County	Surfing	Keeanan Perry 	M	17	N	Lacerations	right foot	Unknown	Unknown	News4Jax, 4/14/2017	Perry
	Unprovoked	USA	Florida	St. Augustine	Surfing	Kerry Keyton	F	0	N	Lacerations	right foot	Unknown	Unknown	The Surf Station, 4/13/2017	bKeyton
	Invalid	SOUTH AFRICA	KwaZulu-Natal	Protea Banks	Scuba Diving	Leopold Mairhuber	M	68		Fatal	Unknown	Unknown	Unknown	E. Ritter, GSAF	aMairhuber
2017-04-11	Unprovoked	USA	Florida	Ormond Beach, Volusia County	Surfing	Denise Holz-Oosterveld	F	35	N	Injury	Unknown	Unknown	Unknown	WFTV, 4/11/2017	Oosterveld
	Unprovoked	USA	Florida	Melbourne Beach, Brevard County	Paddle boarding	fe	F	10	N	Injury	Unknown	Unknown	Unknown	Brevard Times, 4/10/2017	bMelbourne
	Unprovoked	USA	Florida	Melbourne Beach, Brevard County	Swimming	Heather Orr	F	21	N	Minor injury	hand	Unknown	Unknown	Brevard Times, 4/10/2017	aOrr
2017-04-06	Unprovoked	USA	Florida	Daytona, Volusia County	Swimming	Kody Stephens	M	16	N	Injury	Foot	Unknown	Unknown	Bradenton Herald, 4/7/2017	Stephens
2017-04-05	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Swimming	Melanie Lawson	F	51	N	Injury	Unknown	Unknown	Unknown	AJC, 4/5/2017	NSB
	Unprovoked	AUSTRALIA	Queensland	Moreton Bay	Kakaying	Gavin Kleiden	M	39	N	No injury	Unknown	Unknown	Unknown	Philly, 4/3/2017	bKleiden
	Unprovoked	USA	Florida	Destin, Okaloosa County	Swimming	Caitlyn Taylor	F	17	N	Lacerations	Unknown	Bull shark	5'	Okaloosa County Sheriff's Office	aTaylor
2017-03-27	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Robert Nesbit	M	58	N	Minor injury	left foot	Unknown	Unknown	Orlando Sentinel, 3/27/2017	NSB
2017-03-19	Unprovoked	AUSTRALIA	New South Wales	The Farm	Body boarding	Gonzalo Fernandez	M	30	N	Injury	Unknown	Unknown	Unknown	Illawarra Mercury, 1/19/2017	Fernandez
2017-03-18	Boating	USA	California	Monterey Bay	Kayaking	Brian Correira	M	0	N	No injury	Unknown	White shark	Unknown	R. Collier, GSAF	Correira
2017-03-11	Unprovoked	PHILIPPINES	Luzon Island	Villamar, Caoayan	Spearfishing	Benan Reintegrado	M	25	N	Injury	Right thigh	Unknown	10'	ABS-CBN, 3/13/2017	Reintegrado
2017-03-09	Unprovoked	BAHAMAS	Great Exuma		Washing hands	George Keywood	M	58	N	Injury	left leg	Lemon shark	Unknown	Kent Live, 3/9/2017	Keywood
2017-02-25	Unprovoked	AUSTRALIA	Western Australia	Mauds Point	Snorkeling	fe	F	0	N	Injury	Unknown	Bull shark	Unknown	Perth Now, 2/27/2017	WesternAustralia
2017-02-24	Unprovoked	AUSTRALIA	Western Australia	Falcon Bay Beach, Mandurah	Surfing		M	0	N	No injury	Unknown	Unknown	Unknown	Perth Now, 2/24/2017	Mandurah
2017-02-21	Unprovoked	REUNION	Saint-Andre		Body boarding	Alexandre Naussance	M	26	Y	Fatal	Unknown	Unknown	Unknown	Surfline, 2/21/2017	Naussance
2017-02-17	Unprovoked	AUSTRALIA	Queensland	Eva Rock	Spearfishing	Glenn Dickson	M	26	N	Injury	Left leg	Unknown	Unknown	Courier Mail, 2/18/2017	Dickson
2017-02-11	Unprovoked	USA	Florida	Melbourne Beach, Brevard County	Swimming		M	22	N	Injury	hand	Unknown	Unknown	Florida Today, 2/11/2017	MelbourneBeach
	Provoked	BRAZIL	Pernambuco	Fernando de Noronha Marine Park	Grabbing shark for a selfie	fe	F	0	N	Minor injury	Unknown	Lemon shark	Unknown	O Popular, 2/7/2017	bBrazil
	Boating	SOUTH AFRICA	KwaZulu-Natal	Eastmoor Crescent Beach	Kayak fishing	Murray Van Wyk	M	0	N	Injury	Unknown	Tiger shark	Unknown	The Citizen, 2/8/2017	aUmhlangakayak
	Boating	USA	South Carolina	16 miles off Hilton Head	Tagging sharks	Chip Michelove & crew		0	N	Injury	Unknown	White shark	14'	YouTube, 2/2/2017	bBoat
	Unprovoked	BAHAMAS	Bimini		Scuba Diving	Freek Vonk	M	37	N	Lacerations	Unknown	reef shark	Unknown	Dutch News, 2/2/2017	aVonk
2017-01-24	Unprovoked	BRAZIL	Pernambuco	Boa Viagem, Recife	Swimming	Arthur Andrade	M	21	N	Injury	Unknown	Unknown	Unknown	K. McMurray, Tracking Sharks	Andrade
2017-01-22	Unprovoked	USA	Florida	Vero Beach, Indian River County			M	0	N	Injury	hand	Unknown	Unknown	TCPalm, 1/22/2017	VeroBeach
2017-01-21	Unprovoked	AUSTRALIA	Queensland	Boot Reef, Torres Strait	Scuba Diving	Craig de Wit	M	55	N	Injury	Unknown	Bull shark	4 m	ABC, 1/21/2017	MurrayIsland
	Unprovoked	AUSTRALIA	Queensland	Clairview	Swimming	nan	M	57	N	Injury	hand	Unknown	Unknown	Brisbane Times,1/13/2017	bClairview
	Unprovoked	USA	Florida	Jensen Beach		a lifeguard	M	0	N	Minor injury	hand	Unknown	Unknown	WPTV. 1/13/2017	aJensenBeach
2017-01-09	Unprovoked	INDONESIA	Bali	Balian Beach	Surfing	Daniel Moore	M	48	N	Injury	Unknown	Bull shark	1 m	Daily Mail, 1/11/2017	Moore
	Invalid	AUSTRALIA	Queensland		Spearfishing	Kerry Daniel	M	35		Fatal	Unknown	Bull shark	Unknown	Liquid Vision 1/8/2017	RKerryDaniel
2017-01-05	Unprovoked	USA	Florida	Blockhouse Beach, Brevard County	Wading		M	47	N	Injury	Unknown	Unknown	Unknown	Florida Today, 1/5/2017	Brevard
2017-01-03	Invalid	AUSTRALIA	New South Wales	Merimbula	Wading	Mitchell Collins	M	20		Fatal	Unknown	Unknown	Unknown	Illawarra Mercury, 1/7/2017	Collins
2016-12-27	Unprovoked	USA	Florida	Avalon State Park Beach, North Hutchinson Island, St Lucie County	Surfing	Zack Davis	M	16	N	Lacerations	Unknown	Unknown	Unknown	TCPalm, 12/28/2016	Davis
2016-12-24	Unprovoked	AUSTRALIA	Western Australia	Bundegi Sanctuary Zone, Ningaloo	Snorkeling	fe	F	0	N	Injury	Unknown	small shark	Unknown	Perth Now, 12/28/2016	Ningaloo
2016-12-19	Unprovoked	SOUTH AFRICA	Western Cape Province	Keurbooms Lagoon, Plettenberg Bay	Surf skiing 	Ben Swart	M	55	N	No injury	Unknown	White shark	4 m	The Citizen, 12/19/2016	Swart
2016-12-14	Unprovoked	AUSTRALIA	Western Australia	Trigg Beach	Free diving	Tim Roberts	M	61	N	Injury	left foot	Unknown	Unknown	Perth Now, 12/15/2016	Roberts
	Unprovoked	FRENCH POLYNESIA	Tuamotos	Takapoto Atoll	Fishing		M	0	N	Injury	Unknown	Unknown	Unknown	Tahiti Info, 12/12/2016	bTakapoto
	Invalid	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Shane Garthwait	M	19		Fatal	Unknown	Unknown	Unknown	News Journal, 12/15/2016	aGarthwait
2016-12-06	Provoked	AUSTRALIA	New South Wales	Merimbula	Surf fishing	Jesse Phillips	M	20	N	Lacerations	hands	Wobbegong shark	2m	Bay 93.9 Geelong	Phillips
2016-12-01	Unprovoked	AUSTRALIA	New South Wales	Booti Booti National Park	Surfing	Colin Rowland	M	65	N	Injury	Unknown	White shark	Unknown	B. Myatt, GSAF	Rowland
2016-11-28	Provoked	AUSTRALIA	Victoria	Queenscliff	Fishing	Rod McFarlane	M	73	N	Injury	hand	sevengill shark	1.	ABC News, 11/28/2016	Fisherman
2016-11-14	Unprovoked	USA	Hawaii	Kamaole Beach Park I, Maui	Floating	Barbara Zawacki	F	58	N	Injury	and thigh	Tiger shark	Unknown	Maui News, 11/14/2016	Zawacki
2016-10-30	Unprovoked	USA	Florida	Mayport Naval Station Beach, Duval County	Surfing	Daniel Adams	M	41	N	Lacerations	right foot	Unknown	Unknown	First Coast News, 10/31/2016	Adams
2016-10-29	Unprovoked	USA	Florida	Mayport Naval Station  Duval County	Surfing	Derrick Shoup	M	42	N	Lacerations	hand	Unknown	Unknown	First Coast News, 10/31/2016	Shoup
2016-10-24	Unprovoked	AUSTRALIA	New South Wales	Broken Head Beach	Surfing	Jade Fitzpatrick	M	36	N	Lacerations	left thigh	Unknown	Unknown	Daily Mail, 10/24/2016	Fitzpatrick
2016-10-21	Unprovoked	USA	Hawaii	Hooipa Beach Park, Maui	Surfing	Federico Jaime	M	36	N	Injury	and leg	Unknown	6'	Surfline, 10/23/2016	Hookipa
2016-10-15	Unprovoked	AUSTRALIA	Queensland	Kings Beach, Caloundra	Surfing	Cooper Hallam	M	0	N	Injury	Unknown	Unknown	Unknown	Daily Mail, 10/16/2016	Hallam
2016-10-14	Unprovoked	USA	Hawaii	Charlie Young Beach, Kihei, Maui	Snorkeling	fe	F	66	N	Injury	Unknown	Unknown	Unknown	Maui News	Maui
	Invalid	MEXICO		Guadalupe Island	Cage Diving	Ming Chan	M	0		Fatal	Unknown	White shark	Unknown	YouTube	RBreach
2016-10-12	Unprovoked	AUSTRALIA	New South Wales	Sharpes Beach, Ballina	Surfing	Seneca Rus	M	25	N	Injury	right leg	Unknown	Unknown	Courier Mail, 10/12/2016	SenecaRus
2016-10-10	Unprovoked	USA	Oregon	Indian Beach, Ecola State Park, Clatsop County	Surfing	Joseph Tanner	M	29	N	Injury	upper thigh	Unknown	Unknown	UP Beacon, 10/12/2016	Tanner
2016-10-02	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing		M	21	N	Injury	left foot	Unknown	Unknown	Orlando Sentinel, 10/2/2016	NSB
2016-10-01	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfng		M	32	N	Injury	Unknown	Unknown	Unknown	Orlando Sentinel, 10/2/2016	NSB
2016-09-26	Unprovoked	AUSTRALIA	New South Wales	Lighthouse Beach, Ballina	Surfing	Cooper Allen	M	17	N	Injury	Unknown	White shark	3.	ABC.net.au, 09/26/2016	Allen
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing		M	16	N	Minor injury	Unknown	Unknown	Unknown	Orlando Sentinel, 9/19/2016	cNSB
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Chucky Luciano	M	36	N	Lacerations	hands	Unknown	Unknown	Orlando Sentinel, 9/19/2016	bLuciano
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing		M	43	N	Lacerations	lower leg	Unknown	Unknown	Orlando Sentinel, 9/19/2016	aNSB
	Unprovoked	USA	California	Bunkers, Humboldt Bay, Eureka, Humboldt County	Surfing	Yuma	M	43	N	No injury	Unknown	Unknown	Unknown	R. Collier, GSAF	bYuma
	Unprovoked	AUSTRALIA	Victoria	Thirteenth Beach	Surfing	Rory Angiolella	M	0	N	Injury	Unknown	Unknown	Unknown	The Age, 9/18/2016	aAngiolella
2016-09-15	Unprovoked	AUSTRALIA	Victoria	Bells Beach	Surfing		M	0	N	No injury	Unknown	m shark	2 m	The Age, 9/16/2016	BellsBeach
	Boating	AUSTRALIA	Western Australia	Bunbury	Fishing	Occupant: Ben Stratton		0	N	No injury	Unknown	Unknown	Unknown	West Australian, 9/15/2016	Rboat
2016-09-11	Unprovoked	USA	Florida	Ponte Vedra, St. Johns County	Wading		M	0	N	Minor injury	Unknown	Unknown	3'	News4Jax, 9/11/2016	PonteVedra
2016-09-07	Unprovoked	USA	Hawaii	Makaha, Oahu	Swimming	Lulu Bagnol	F	51	N	Injury	Unknown	Tiger shark	10'	Hawaii News Now, 9/7/2016	Bagnol
2016-09-06	Unprovoked	NEW CALEDONIA	North Province	Koumac	Kite surfing	David Jewell	M	50	Y	Fatal	Unknown	Unknown	Unknown	TVANouvelles, 9/6/2016	Jewell
	Unprovoked	USA	South Carolina	Kingston Plantation, Myrtle Beach, Horry County	Boogie boarding	Rylie Williams	F	12	N	Lacerations	right leg	Unknown	Unknown	C. Creswell, GSAF	bWilliams
	Unprovoked	AUSTRALIA	Western Australia	Injidup 	Surfing	Fraser Penman	M	0	N	Injury	Unknown	Unknown	Unknown	Perth Now, 9/5/2016	aPenman
2016-09-04	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Body boarding	Austin Moore	M	9	N	Injury	Foot	Unknown	Unknown	Orlando Sentinel, 9/7/2016	Moore
2016-09-01	Unprovoked	USA	California	Refugio State Beach, Santa Barbara County	Spearfishing	Tyler McQuillen 	M	22	N	Injury	Unknown	White shark	8'	R. Collier, GSAF	McQuillen
	Invalid	MEXICO		Guadalupe Island	Cage Diving	nan		0		No injury	Unknown	Unknown	Unknown	K. Yonker	Breach
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Sam Cumiskey 	M	25	N	Lacerations	right foot	Bull shark	6'	News Channel 8, 8/30/16	bCumiskey
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing		M	37	N	Minor injury	Unknown	Unknown	Unknown	News Channel 8, 8/30/16	aNSB
2016-08-27	Unprovoked	REUNION		Boucan Canot	Surfing	Laurent Chardard 	M	20	N	Injury	Unknown	Bull shark	3.	LaDepeche, 8/29/2016	Chardard
2016-08-25	Unprovoked	USA	Florida	Ponte Vedra, St. Johns County	Wading	David Cassetty	M	49	N	Minor injury	Unknown	Unknown	Unknown	First Coast News, 7/25/2016	Cassetty
2016-08-07	Unprovoked	BAHAMAS	New Providence Island	Nassau	Snorkeling	Johnny Stoch	M	15	N	Lacerations	left leg	Unknown	Unknown	ABC, 8/11/2016	Stoch
2016-08-06	Unprovoked	USA	Hawaii	Maui	SUP Foil boarding	Connor Baxter	M	21	N	Injury	Unknown	Tiger shark	10'	SUP, 8/9/2015	Baxter
2016-08-04	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Nolan Tyler	M	22	N	Injury	Unknown	Blacktip shark	Unknown	News 965, 8/5/2016	Tyler
2016-07-29	Unprovoked	SPAIN	Alicante Province	Arenales del Sol	Swimming		M	40	N	Lacerations	hand	Blue shark	Unknown	Informacion.es, 7/29/2016	Spain
	Unprovoked	CHINA	Hong Kong		Swimming	Justus Franz	M	72	N	Lacerations	Unknown	Unknown	Unknown	Klassick, 7/28/2016	RFranz
2016-07-28	Boating	AUSTRALIA	Western Australia	Near Albany	Kayaking	Ian Watkins	M	0	N	No injury	Unknown	White shark	Unknown	ABC Australia, 7/28/2016	Watkins
2016-07-27	Provoked	USA	Florida	Florida Keys, Monroe County	Lobstering	Warren Sapp	M	43	N	Injury	Unknown	Nurse shark	4'	Tampa Bay Times, 7/27/2016	Sapp
2016-07-26	Unprovoked	AUSTRALIA	New South Wales	Sharpes Beach, Ballina	Surfing	Curran See & Harry Lake	M	18	N	No injury	Unknown	Unknown	Unknown	Gold Coast Bulletin, 7/28/2016	Ballina
2016-07-24	Unprovoked	JAPAN	Kochi Prefecture	Irino Beach	Surfing		M	29	N	Lacerations	left leg	Unknown	Unknown	Japan Times, 7/25/2016	Japan
	Unprovoked	AUSTRALIA	Tasmania	Clifton Beach	Surfing	Zebulon Critchlow	M	36	N	Injury	Unknown	Unknown	Unknown	C. Black, GSAF	bCritchlow
	Unprovoked	BAHAMAS	Abaco Islands	Green Turtle Cay	Spearfishing	Steve Cutbirth	M	0	N	Lacerations	right leg	Bull shark	6'	KWTX, 7/23/2016	aCutbirth
2016-07-20	Provoked	AUSTRALIA	Queensland	20 k off The Spit, off the Gold Coast	Fishing	Scott van Burck	M	31	N	Injury	Unknown	reef shark	1m	Nine News, 7/20/2016	Burck
2016-07-17	Boating	USA	Alabama	8 miles off Mobile	Fishing in Alabama Deep Fishing Rodeo	Occupant: Ben Raines		0	N	No injury	Unknown	Tiger shark	10'	Al, 7/19/2016	Gulf
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	fe	F	9	N	Minor injury	Unknown	Unknown	Unknown	Orlando Sentinel, 7/21/2016	bNSB
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County		fe	F	11	N	Minor injury	Unknown	Unknown	Unknown	Orlando Sentinel, 7/21/2016	aNSB
	Unprovoked	USA	California	Surfside, Orange County	Kite surfing	Lee Frees	M	61	N	No injury	Unknown	White shark	10'	R. Collier, GSAF	bFrees
	Unprovoked	USA	South Carolina	North Myrtle Beach, Horry County	Swimming		M	0	N	Injury	Unknown	Unknown	Unknown	C. Creswell, GSAF	aMyrtleBeach
	Unprovoked	BAHAMAS		Tiger Beach	Scuba Diving	Michael Dornellas	M	0	N	Injury	Unknown	Lemon shark	9'	GrindTV, 7/14/2016	RTigerBeach
	Unprovoked	SPAIN	Canary Islands	Las Teresitas, Tenerife	Wading	fe	F	10	N	Injury	lower leg	Angel shark	Unknown	La Opinion de Tenerife	RSpain
2016-07-08	Boating	USA	California	Capitola, Santa Cruz County	Fishing for squid	Mark Davis	M	0	N	No injury	Unknown	White shark	Unknown	R. Collier, GSAF	CapitolaBoat
	Provoked	USA	Massachusetts	Off Gloucester, Essec County	Fishing	Roger Brissom	M	59	N	Injury	Unknown	dogfish shark	Unknown	Salem News 7/8/2016	bBrissom
	Boating	USA	California	Off Palos Verdes peninsula, Los Angeles County	Fishing for sharks	24' boat Shark Tagger Occupant Keith Poe	M	0	N	No injury	Unknown	White shark	Unknown	R. Collier, GSAF	aPoeBoat
2016-07-06	Unprovoked	USA	Florida	Melbourne Beach, Brevard County	Swimming	fe	F	42	N	Injury	hand	Unknown	Unknown	Florida Today, 7/6/2016	Njwoman
2016-07-04	Provoked	AUSTRALIA	Queensland	Palm Cove 	Fishing	Nathan Oliver	M	34	N	Injury	Right thigh	nurse shark	Unknown	Cairns Post, 7/9/2016	Oliver
2016-06-27	Unprovoked	USA	South Carolina	Sullivan's Island			M	35	N	Minor injury	Unknown	Unknown	3'	C. Creswell, GSAF	Sullivans
2016-06-25	Unprovoked	USA	North Carolina	Atlantic Beach, Emerald Isle, Carteret County	Surfing		M	11	N	Injury	Foot	Unknown	Unknown	C. Creswell, GSAF	AtlanticBeach
2016-06-24	Unprovoked	COLUMBIA	Isla Provedencia		Scuba Diving	Arturo Velez	M	59	N	Injury	hand	reef shark	Unknown	Dr. A. Velez	Velez
2016-06-23	Unprovoked	SOUTH AFRICA	Western Cape Province	Ryspunt	Spearfishing	Rene Nel	M	43	N	Injury	left leg	White shark	Unknown	News 24, 6/23/2016	Nel
	Unprovoked	USA	South Carolina	North Myrtle Beach, Horry County	Floating	Jeff Schott	M	42	N	Lacerations	Unknown	Unknown	3'	C. Creswell, GSAF	bSchott
	Unprovoked	USA	Florida	Pelican Beach Park, Satellite Beach, Brevard County	Wading		M	0	N	Injury	Unknown	Unknown	Unknown	Florida Today, 6/22/2016	aSatelliteBeach
	Unprovoked	USA	Hawaii	Kalapaki Beach, Kauai	Surfing		M	0	N	Injury	Unknown	Unknown	3'	West Hawaii Today, 6/16/2016	bKauai
	Provoked	AUSTRALIA	Western Australia	Coral Bay	Spearfishing	Brad Vale	M	19	N	No injury	Unknown	Unknown	5'	Perth Now, 6/16/2016	aVale
2016-06-14	Unprovoked	USA	Texas	Pirates Beach, Galveston	Floating in tube	Marin Alice Melton	F	6	N	Injury	lower leg	Unknown	3'	Click2Houston, 6/14/2016	Melton
2016-06-11	Unprovoked	USA	North Carolina	Atlantic Beach, Emerald Isle, Carteret County	Standing	Dillon Bowen	M	19	N	Injury	Unknown	Unknown	3'	C. Creswell, GSAF	Bowen
2016-06-07	Invalid	USA	South Carolina	Folly Beach, Charleston County	Surfing	Jack O'Neill	M	27		No injury	Unknown	Unknown	8'	C. Creswell, GSAF	Oneill
	Unprovoked	USA	Florida	Flagler Beach, Flagler County	Swimming		M	64	N	Injury	Unknown	Unknown	Unknown	Daytona Beach News-Journal, 6/5/2016	bFlagler
	Unprovoked	AUSTRALIA	Western Australia	Mindarie	Diving	Doreen Collyer	F	60	Y	Fatal	Unknown	m shark	3+	B. Myatt, GSAF	aCollyer
2016-06-04	Unprovoked	EGYPT	Suez	Ain Sokhna	Swimming	Omar Abdel Qader	M	23	N	Injury	Unknown	Mako shark	Unknown	Ahram Online, 6/4/2016	Qader
	Unprovoked	AUSTRALIA	New South Wales	Kingscliff	Spearfishing	Waade Madigan and Dr Seyong Kim 	M	0		No injury	Unknown	whaler shark	Unknown	Gold Coast Bulletin, 6/4/2016	bMatigan
	Unprovoked	NEW CALEDONIA		 Côte-Blanche, Nouméa 	Kite surfing	Pierre de Rotalier	M	0	N	Injury	Unknown	m shark	3 m	Les Nouvelles Caledoniennes, 6/3/2016	aPierre
2016-05-31	Unprovoked	AUSTRALIA	Western Australia	Falcon Beach, Mandurah	Surfing	Ben Gerring	M	29	Y	Fatal	Unknown	White shark	Unknown	Perth Now, 5/31/2016	Gerring
	Unprovoked	USA	California	Corona Del Mar, Newport, Orange County	Swimming	"                        Maria Korcsmaros 
"	F	52	N	Injury	Unknown	Unknown	Unknown	R. Collier, GSAF	bCorona
	Unprovoked	USA	Florida	Neptune, Duval County	Swimming		M	13	N	Injury	right leg	Unknown	5'	News4Jax, 5/29/2016	aNeptune
2016-05-22	Unprovoked	USA	Florida	Vero Beach, Indian River County	Swimming	Mary Marcus	F	57	N	Injury	Unknown	Unknown	Unknown	Florida Today, 5/22/2016	Marcus
	Unprovoked	USA	Florida	St. Petersburg, Pinellas County	Swimming	Krystal Magee	F	22	N	Lacerations	Unknown	Bull shark	4'	ABC Action News, 6/15/2016	bMagee
	Unprovoked	USA	Florida	Hugenot Beach , Jacksonville, Duval County	Swimming	fe	F	11	N	Injury	arm   hand	Unknown	Unknown	Action News Jax, 5/23/2016	aGirl
2016-05-18	Unprovoked	USA	Florida	Ponte Vedra, St. Johns County	Swimming	Mark Wilson	M	48	N	Injury	Unknown	Blacktip shark	4'	News4Jax, 5/19/2016	Wilson
2016-05-15	Provoked	USA	Florida	Boca Raton, Palm Beach County	Teasing a shark	fe	F	23	N	Injury	Unknown	Nurse shark	2'	CBS News, 5/16/2016	Boca
2016-05-03	Unprovoked	USA	Hawaii	Wailea Beach, Maui	Floating		M	59	N	Injury	Unknown	Unknown	Unknown	Maui Now, 5/3/2016	Maui
2016-05-02	Provoked	NEW ZEALAND	North Island	Cormandel	Fishing		M	39	N	Injury	Foot	Mako shark	1.	Radio New Zealand  5/3/2016	NZ
2016-04-25	Unprovoked	INDONESIA	Bali	Balian	Surfing	Ryan Boarman	M	24	N	Injury	Unknown	Bull shark	6'	News.au, 4/26/2016	Boarman
2016-04-23	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Kelton Beardall	M	15	N	Minor injury	left foot	Unknown	Unknown	News4Jax, 4/23/2016	Beardall
2016-04-22	Unprovoked	SOUTH AFRICA	Western Cape Province	Robberg Beach, Plettenberg Bay	Surf-skiing	Dave Manson	M	0	N	No injury	Unknown	White shark	Unknown	Knysna-Plett Herald, 4/22/2016	Manson
2016-04-19	Unprovoked	AUSTRALIA	New South Wales	First Sun Beach, Byron Bay	Swimming	Zak Kedem	M	12	N	Injury	Unknown	Wobbegong shark	Unknown	Gold Coast Bulletin, 4/19/2016	Kedem
	Provoked	FRENCH POLYNESIA	Tuamotos	Makemo Atoll	Spearfishing	Hoata Iotua	M	22	M	Injury	Unknown	reef shark	2 m	TNTV News, 4/19/2016	bIotua
	Provoked	FRENCH POLYNESIA	Tuamotos	Makemo Atoll	Spearfishing	Teva Tokoragi	M	26	N	Injury	hand	reef shark	2 m	Tahiti Infos, 4/19/2016	aTokoragi
2016-04-13	Unprovoked	USA	Florida	Off Singer Island, Palm Beach County	Spearfishing	Kyle Senkowicz	M	26	N	Injury	Unknown	Bull shark	7'	Palm Beach Post, 4/13/2016	Senkowicz
2016-04-09	Unprovoked	NEW CALEDONIA	Grand Terre	Poe Beach	Walking	Nicole Malignon	F	69	Y	Fatal	Unknown	Tiger shark	2.	Les Nouvelles Caledonnie. 4/11/2016	Malignon
2016-04-08	Invalid	CAPE VERDE	Boa Vista Island			a British citizen	M	60		Fatal	Unknown	Unknown	Unknown	L.O.Guttke	CapeVerde
	Unprovoked	USA	Florida	Florida Keys, Monroe County	Fishing	Jonathan Lester	M	34	N	Injury	hand	Unknown	5'		bLester
	Invalid	USA	Florida	Corners Beach, Jupiter, Palm Beach County	SUP	Maximo Trinidad	M	0		No injury	Unknown	Unknown	Unknown	YouTube	aTrinidad
2016-03-31	Unprovoked	USA	Hawaii	Olowalu, Maui	Snorkeling	J. Orr	F	46	N	Minor injury	left foot	Unknown	Unknown	Maui Now, 3/31/2016	Orr
2016-03-30	Unprovoked	AUSTRALIA	New South Wales	Bombo Beach	Surfing	Brett Connellan	M	22	N	Injury	Unknown	Unknown	Unknown	Daily Telegraph, 3/30/2016	Connellan
	Unprovoked	USA	Florida	Fort Myers Beach, Lee County		Nick Kawa	M	0		Minor injury	Unknown	Unknown	Unknown	Fox 35, 3/30/2015	bKawa
	Unprovoked	AUSTRALIA	New South Wales	North Cronulla Beach	Surfing	Roie Smyth	M	41	N	No injury	Unknown	Unknown	Unknown	B. Myatt, GSAF	aSmyth
2016-03-26	Provoked	BAHAMAS				Henry Kreckman 	M	9	N	Minor injury	Unknown	Nurse shark	Unknown	Wisconsin State Journal, 4/2/2016	Kreckman
2016-03-13	Invalid	USA	California	Bolsa Chica State Park, Orange County	Surfing	unknown		0		No injury	Unknown	Unknown	Unknown	Orange County Register, 3/13/2016	BolsaChicaSurfer
2016-03-11	Unprovoked	USA	Florida	Vero Beach, St. Lucie County	Body surfing	Daniel Kenny	M	19	N	Lacerations	right foot	Unknown	Unknown	WCBV-5, 3/31/206	Kenny
2016-03-10	Unprovoked	Fiji	Vanua Levu		Diving for beche-de-mer	Maika Tabua	M	45	Y	Fatal	Unknown	Unknown	Unknown	Fiji Sun, 3/12/2016	Tabua
2016-03-04	Unprovoked	USA	Florida	Ocean Reef Park, Singer Island, Palm Beach County			M	12	N	Injury	Unknown	Unknown	Unknown	WPTV. 3/4/2016	OCPark
	Unprovoked	AUSTRALIA	South Australia	Wrights Bay	Fishing	Lee Taplin	M	0	N	Injury	Unknown	Unknown	Unknown	9 News, 3/1/2016	RTaplin
