Year,Country,Area,Location,Activity,Sex ,original order,hurt
1989,USA,Texas,Surfside Beach,Surfing,M,3644.0,Injury
1989,AUSTRALIA,Victoria,"Surfers Point, Phillip Island",Surfing,M,3642.0,Injury
1989,USA,North Carolina,"Salvo, Dare County",Surfing,M,3637.0,Injury
1989,USA,Florida,"St Augustine, St Johns County",Swimming,M,3634.0,Injury
1989,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,3633.0,Injury
1989,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,3632.0,Injury
1989,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,3628.0,Injury
1989,REUNION,Sainte-Suzanne,Temple Tamoule,Surfing,M,3627.0,Fatal
1989,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,3626.0,Injury
1989,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,3621.0,Injury
1989,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,3618.0,Injury
1989,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,M,3613.0,Fatal
1989,SOUTH AFRICA,Western Cape Province,0,Fishing,M,3611.0,Injury
1988,AUSTRALIA,Victoria,Phillip Island,Surfing,M,3595.0,Injury
1988,USA,Florida,"Boca Raton, Palm Beach County",Surfing,M,3594.0,Injury
1988,USA,Florida,"Fort Pierce, St. Lucie County ",Surfing,M,3593.0,Injury
1988,USA,Florida,"Playalinda, Brevard County",Surfing,M,3592.0,Injury
1988,AUSTRALIA,South Australia,Moama Beach,Surfing,M,3591.0,Injury
1988,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3589.0,Injury
1988,USA,California,"Klamath River, Del Norte County",Surfing,M,3583.0,Injury
1988,USA,Florida,"Jensen Beach, Martin County",Swimming,F,3579.0,Injury
1988,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,3572.0,Injury
1988,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,3571.0,Injury
1988,USA,Florida,"Paradise Beach Park, Brevard County",Surfing,M,3569.0,Injury
1988,USA,California,"North of Morro Rock, San Luis Obispo County",Surfing,M,3566.0,Injury
1988,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Swimming,M,3565.0,Injury
1988,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,3563.0,Injury
1988,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Surfing,M,3558.0,Injury
1988,REUNION,Saint-Pierre,Pic du Diable,Surfing,M,3557.0,Injury
1988,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,3555.0,Injury
1988,SOUTH AFRICA,KwaZulu-Natal,Durban,Surfing,M,3551.0,Injury
1988,USA,Louisiana,0,Fishing,M,3549.0,Injury
1988,AUSTRALIA,New South Wales,Sydney,Surfing,M,3546.0,Injury
1987,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,3544.0,Injury
1987,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Surfing,M,3542.0,Injury
1987,USA,California,"Davenport Light, San Mateo County",Surfing,M,3540.0,Injury
1987,SOUTH AFRICA,Western Cape Province,Still Bay,Surfing,M,3535.0,Injury
1987,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,3532.0,Injury
1987,USA,Florida,"Nest Key, Monroe County",Fishing,M,3526.0,Injury
1987,USA,Florida,"St Augustine, St. Johns County",Surfing,M,3524.0,Injury
1987,AUSTRALIA,New South Wales,0,Fishing,M,3523.0,Injury
1987,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Fishing,M,3522.0,Injury
1987,USA,Texas,"Mustang Island, near Port Aransas",Swimming,F,3521.0,Injury
1987,VANUATU,Malampa Province,Vao Island,Swimming,M,3519.0,Fatal
1987,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,Surfing,M,3518.0,Injury
1987,AUSTRALIA,Queensland,Lizard Island,Swimming,M,3513.0,Injury
1986,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,3508.0,Injury
1986,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,3503.0,Injury
1986,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,3502.0,Injury
1986,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,3501.0,Injury
1986,USA,Florida,"Sanibel Island, Lee County",Swimming,F,3499.0,Injury
1986,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,3496.0,Injury
1986,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Surfing,0,3494.0,Injury
1986,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,0,3493.0,Injury
1986,USA,North Carolina,"Masonboro Inlet, New Hanover County",Surfing,0,3492.0,Injury
1986,AUSTRALIA,Western Australia,3 km west of Rottnest Island,Fishing,0,3488.0,Injury
1986,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",Surfing,M,3479.0,Injury
1986,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,3478.0,Injury
1986,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Surfing,M,3477.0,Injury
1986,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Swimming,M,3476.0,Injury
1986,AUSTRALIA,Victoria,Jan Juc Beach,Surfing,M,3474.0,Injury
1986,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,3473.0,Injury
1986,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",Surfing,M,3472.0,Injury
1985,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,Surfing,M,3471.0,Injury
1985,AUSTRALIA,Queensland,Gladstone,Fishing,M,3469.0,Injury
1985,USA,California,5 miles south of Redondo Beach,Fishing,M,3467.0,Injury
1985,USA,Alabama,"Gulf Shores, Baldwin County",Fishing,M,3462.0,Injury
1985,SOUTH AFRICA,KwaZulu-Natal,T.O. Strand,Swimming,M,3460.0,Injury
1985,USA,Florida,"Fort Pierce Inlet, St Lucie County",Swimming,M,3458.0,Injury
1985,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3453.0,Injury
1985,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,3447.0,Injury
1985,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",Surfing,M,3444.0,Injury
1985,SOUTH AFRICA,Western Cape Province,Struisbaai,Swimming,M,3443.0,Injury
1985,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,Surfing,M,3441.0,Injury
1985,IRAN,0,"Ramin, near Ahvaz",Fishing,M,3435.0,Fatal
1984,USA,Florida,"Jupiter Island Beach, Martin County",Surfing,M,3432.0,Injury
1984,USA,Florida,"Wabasso Beach, Indian River County",Swimming,M,3430.0,Injury
1984,USA,Florida,"Bob Graham Beach, Martin County",Surfing,M,3427.0,Injury
1984,USA,Florida,Volusia County,Surfing,M,3424.0,Injury
1984,USA,Florida,0,Swimming,M,3423.0,Injury
1984,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,3422.0,Injury
1984,USA,Florida,Volusia County,Swimming,0,3421.0,Injury
1984,USA,Texas,South Padre Island,Swimming,F,3415.0,Injury
1984,USA,Texas,South Padre Island,Swimming,F,3414.0,Injury
1984,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",Surfing,M,3410.0,Injury
1984,VANUATU,Malampa Province,"Atchin Island, off Malakula",Swimming,M,3408.0,Fatal
1984,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Surfing,M,3405.0,Injury
1984,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffreys Bay",Fishing,M,3402.0,Injury
1984,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,3398.0,Injury
1984,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,3395.0,Injury
1983,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,M,3393.0,Injury
1983,SOUTH AFRICA,Eastern Cape Province,Great Fish River,Swimming,M,3391.0,Injury
1983,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,M,3390.0,Injury
1983,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,3387.0,Injury
1983,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,F,3386.0,Injury
1983,USA,Florida,"Stuart Beach, Martin County",Surfing,M,3385.0,Injury
1983,USA,Oregon,"Cape Kiwanda,Tillamook County",Surfing,M,3382.0,Injury
1983,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,3380.0,Injury
1983,USA,Rhode Island,0,Fishing,0,3377.0,Injury
1983,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",Surfing,M,3373.0,Injury
1983,USA,Florida,"Off 12th Street, Miami Beach",Swimming,M,3369.0,Injury
1983,USA,Florida," Riviera Beach, Palm Beach County",Surfing,M,3362.0,Injury
1983,USA,Florida,"Haulover Inlet, Dade County",Surfing,M,3361.0,Injury
1983,USA,Florida,0,Surfing,M,3360.0,Injury
1983,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Fishing,M,3359.0,Injury
1983,USA,Florida,"Lake Worth Beach, Palm Beach County",Surfing,M,3358.0,Injury
1983,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,3355.0,Injury
1983,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,3354.0,Injury
1983,USA,South Carolina,60 miles southeast of Beaufort,Fishing,M,3351.0,Injury
1983,0,English Channel,0,Swimming,M,3347.0,Injury
1983,USA,North & South Carolina,0,Fishing,M,3345.0,Injury
1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,3342.0,Injury
1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,3341.0,Injury
1982,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,3340.0,Injury
1982,USA,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,M,3335.0,Injury
1982,SOUTH AFRICA,Western Cape Province,Langebaan,Swimming,F,3334.0,Injury
1982,USA,Florida,"Stuart Beach, Martin County ",Swimming,M,3329.0,Injury
1982,USA,California,"Malibu, Los Angeles County",Swimming,M,3328.0,Injury
1982,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,3327.0,Injury
1982,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,M,3325.0,Fatal
1982,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,3324.0,Injury
1982,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,3319.0,Injury
1982,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,3318.0,Fatal
1982,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,3315.0,Injury
1982,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,M,3314.0,Injury
1982,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,F,3312.0,Injury
1982,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,3311.0,Injury
1982,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,M,3308.0,Injury
1981,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,3304.0,Fatal
1981,USA,Florida,"Jupiter Island, Brevard County",Swimming,M,3298.0,Injury
1981,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,3297.0,Injury
1981,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,3296.0,Injury
1981,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,3295.0,Injury
1981,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,3294.0,Injury
1981,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,3293.0,Injury
1981,USA,Florida,"Tampa Bay, Manatee County",Swimming,M,3292.0,Fatal
1981,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,3291.0,Injury
1981,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,3290.0,Injury
1981,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3289.0,Injury
1981,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",Fishing,M,3287.0,Injury
1981,USA,Florida,"St. Petersburg Beach, Pinellas County",Swimming,F,3283.0,Injury
1981,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,3282.0,Injury
1981,ENGLAND,0,Isle of Wight,Fishing,M,3279.0,Injury
1981,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,3275.0,Injury
1981,SOUTH AFRICA,Eastern Cape Province,Kings Beach,Surfing,M,3272.0,Injury
1981,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,M,3269.0,Injury
1981,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,3267.0,Injury
1981,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,3264.0,Injury
1981,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,3261.0,Injury
1981,SOUTH AFRICA,KwaZulu-Natal,Widenham,Swimming,M,3258.0,Injury
1980,AUSTRALIA,Western Australia,Lancelin,Swimming,M,3252.0,Injury
1980,SOUTH AFRICA,KwaZulu-Natal,Mnini,Swimming,M,3251.0,Injury
1980,BRAZIL,Pernambuco,Piedade,Swimming,M,3250.0,Fatal
1980,USA,Oregon,Off Umpqua River,Surfing,M,3249.0,Injury
1980,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,3248.0,Injury
1980,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",Surfing,M,3241.0,Injury
1980,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3240.0,Injury
1980,SOUTH AFRICA,Eastern Cape Province,Fullers Bay,Surfing,M,3238.0,Injury
1980,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,3233.0,Injury
1980,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,M,3231.0,Injury
1980,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,M,3227.0,Injury
1980,SOUTH AFRICA,Eastern Cape Province,Kings Beach,Swimming,M,3226.0,Injury
,GREECE,Island of Kos,0,Surfing,M,3223.0,Injury
1979,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,M,3220.0,Injury
1979,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,3217.0,Injury
1979,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,M,3215.0,Injury
1979,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),Fishing,0,3205.0,Injury
1979,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,3203.0,Injury
1979,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,3201.0,Injury
1979,USA,Hawaii,"South Kohala, Hawai'i",Fishing,M,3196.0,Fatal
1978,USA,Hawaii,"Ewa, O'ahu",Surfing,M,3193.0,Injury
1978,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,3192.0,Injury
1978,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,M,3191.0,Fatal
1978,USA,California,"Newport Beach, Orange County",Fishing,M,3184.0,Injury
1978,USA,Florida,"South of Neptune Beach, Duval County",Surfing,M,3183.0,Injury
1978,USA,Florida,"Neptune Beach, Duval County",Surfing,M,3182.0,Injury
1978,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,M,3174.0,Injury
1978,USA,Florida,"Cocoa Beach, Brevard County",Surfing,F,3172.0,Injury
1978,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,F,3171.0,Fatal
1977,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,3169.0,Injury
1977,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,M,3168.0,Injury
1977,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,M,3164.0,Injury
1977,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,M,3162.0,Injury
1977,USA,Hawaii,"Ka'anapali, Maui",Swimming,M,3153.0,Injury
1977,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,M,3152.0,Injury
1977,MEXICO,Guerrero,La Playa Hornos (near Acapulco),Swimming,M,3145.0,Fatal
1976,USA,Florida,"Delray Beach, Palm Beach County",Surfing,M,3140.0,Injury
1976,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,Swimming,M,3139.0,Injury
1976,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,3136.0,Injury
1976,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,3135.0,Injury
1976,USA,Florida,"Jacksonville, Duval County",Swimming,M,3131.0,Fatal
1976,USA,Florida,"Jacksonville, Duval County",Swimming,M,3130.0,Fatal
1976,USA,Florida,"Sebastian, Indian River County",Surfing,M,3129.0,Injury
1976,USA,Oregon,Winchester Bay,Surfing,M,3127.0,Injury
1976,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",Swimming,M,3121.0,Injury
1976,ITALY,Reggio Calabria Province,Bovalino,Fishing,M,3120.0,Injury
1976,SOUTH AFRICA,Western Cape Province,Robberg Point,Fishing,0,3115.0,Injury
1975,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,3099.0,Injury
1975,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,3097.0,Injury
1975,USA,California,"Seal Beach, Orange County",Surfing,0,3096.0,Fatal
1975,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,3094.0,Injury
1975,AUSTRALIA,Queensland,Maroochydore,Surfing,M,3087.0,Injury
1975,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,3084.0,Injury
1975,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,3082.0,Injury
1975,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,3078.0,Injury
1975,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3076.0,Injury
1975,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,M,3071.0,Injury
1975,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,3065.0,Injury
1975,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",Fishing,M,3060.0,Injury
1975,AUSTRALIA,South Australia,Coffin Bay,Surfing,M,3059.0,Fatal
1974,USA,California,"North of Point Sur, Monterey County",Surfing,M,3054.0,Injury
1974,ISRAEL,Red Sea,"North Beach, Eilat",Swimming,F,3052.0,Injury
1974,USA,Oregon,Myers Creek,Surfing,M,3048.0,Injury
1974,USA,California,"San Gregorio Beach, San Mateo County",Surfing,M,3042.0,Injury
1974,USA,Georgia,"Back River, Savannah Beach, Chatham County",Swimming,M,3040.0,Fatal
1974,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,3038.0,Injury
1974,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,F,3033.0,Injury
1974,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,3032.0,Injury
1974,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Surfing,M,3031.0,Injury
1974,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,3029.0,Injury
1974,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,3028.0,Injury
1974,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,3023.0,Injury
1974,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,3022.0,Fatal
1974,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,3021.0,Fatal
1973,PHILIPPINES,Luzon,0,Swimming,M,3016.0,Fatal
1973,USA,Hawaii,"Kalama Beach, Kihei, Maui",Swimming,M,3015.0,Injury
1973,USA,Florida,"Ormond By The Sea, Volusia County",Surfing,M,3012.0,Injury
1973,AUSTRALIA,Queensland,"Point Lookout, Stradbroke Island",Surfing,M,3004.0,Injury
1973,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Swimming,0,2997.0,Fatal
1973,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Surfing,M,2995.0,Injury
1973,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,2992.0,Injury
1972,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,2990.0,Injury
1972,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,M,2988.0,Injury
1972,AUSTRALIA,New South Wales,Tabourie Beach,Surfing,M,2983.0,Injury
1972,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,2981.0,Injury
1972,NEW ZEALAND,North Island,Wanganui,Swimming,M,2980.0,Injury
1972,USA,California,"Point Sur, Monterey County",Surfing,M,2979.0,Injury
1972,MOZAMBIQUE,Maputo Province,Inhaca Island,Swimming,F,2978.0,Injury
1972,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,2977.0,Injury
1972,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,2971.0,Injury
1972,WESTERN SAMOA,Upolu Island,Nuulua,Swimming,M,2968.0,Fatal
1972,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,2966.0,Fatal
1972,PACIFIC OCEAN ,0,0,Fishing,M,2965.0,Injury
1972,AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay",Surfing,M,2963.0,Injury
1972,SOUTH AFRICA,Eastern Cape Province,St. Georges Strand,Swimming,M,2961.0,Fatal
1972,FRANCE,Antibes,0,Swimming,0,2958.0,Injury
1971,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,2955.0,Injury
1971,USA,Florida,"Ft. Pierce, St Lucie County",Surfing,M,2951.0,Injury
1971,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,2950.0,Injury
1971,USA,North Carolina,"Emerald Isle, Carteret County",Surfing,0,2948.0,Injury
1971,CROATIA,Istria County,Ika,Swimming,M,2947.0,Fatal
1971,AUSTRALIA,South Australia,Adelaide,Fishing,M,2946.0,Fatal
1971,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,2942.0,Injury
1971,KENYA,Coast Province,Watamu,Swimming,M,2940.0,Injury
1971,SOUTH AFRICA,Western Cape Province,Buffels Bay,Swimming,M,2939.0,Fatal
1971,MEXICO,Guerrero,"Copacabana Beach, Acapulco",Surfing,M,2938.0,Fatal
1971,NEW ZEALAND,South Island,Dunedin,Surfing,M,2934.0,Injury
1971,AUSTRALIA,Tasmania,0,Swimming,M,2933.0,Injury
1971,AUSTRALIA,South Australia,Southport,Surfing,M,2932.0,Injury
1970,MICRONESIA,Namonuito Atoll,Pisarach (Pisaras),Fishing,M,2927.0,Injury
1970,USA,Florida,"Matanzas Inlet, St Johns County",Surfing,M,2923.0,Injury
1970,USA,South Carolina,0,Swimming,M,2918.0,Injury
1970,USA,Florida,"Dania, Broward County",Fishing,M,2914.0,Injury
1970,GRENADA,St. Andrew Parish,Grenville,Swimming,M,2909.0,Fatal
1970,SOLOMON ISLANDS,0,0,Swimming,M,2907.0,Injury
1970,MOZAMBIQUE,Limpopo River,3.2 km inland,Swimming,M,2903.0,Injury
1970,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,2902.0,Injury
1970,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,2901.0,Injury
1970,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,2900.0,Injury
1970,MEXICO,Guerrero,Acapulco,Swimming,M,2898.0,Injury
,IRAQ,Basrah,Shatt-al-Arab River,Swimming,M,2889.0,Fatal
1969,AUSTRALIA,Western Australia,"Swan River, 13 miles upstream",Swimming,M,2887.0,Injury
1969,USA,Massachusetts,40 miles south of Nantucket,Fishing,M,2881.0,Injury
1969,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,2880.0,Injury
1969,DOMINICAN REPUBLIC,0,0,Surfing,M,2869.0,Fatal
1969,USA,Florida,"Marathon, Monroe County",Fishing,M,2866.0,Injury
1969,USA,Hawaii,"Makaha, O'ahu",Surfing,M,2864.0,Injury
1969,AUSTRALIA,Tasmania,Taroona,Fishing,M,2863.0,Injury
1968,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,M,2856.0,Injury
1968,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,2852.0,Injury
1968,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,0,2846.0,Fatal
1968,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,2842.0,Injury
1968,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,2826.0,Fatal
1968,USA,Florida,"Jensen Beach, Martin County",Surfing,M,2823.0,Injury
1968,USA,Florida,Palm Beach County,Surfing,M,2821.0,Injury
1968,AUSTRALIA,Western Australia,Swan River,Swimming,F,2820.0,Injury
1968,PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,0,2815.0,Fatal
1968,USA,Florida,"Jensen Beach, Martin County",Surfing,0,2812.0,Fatal
1967,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,2811.0,Injury
1967,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,2808.0,Fatal
1967,MEXICO,Veracruz,Veracruz,Swimming,0,2801.0,Fatal
1967,TONGA,0,0,Swimming,M,2799.0,Injury
1967,USA,South Carolina,0,Surfing,M,2780.0,Injury
1967,UNITED KINGDOM,Gibraltar,0,Fishing,M,2775.0,Injury
1966,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,2763.0,Injury
1966,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,2756.0,Fatal
1966,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,2753.0,Injury
1966,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,2744.0,Fatal
1966,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,2742.0,Fatal
1966,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,2735.0,Injury
1966,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,2734.0,Fatal
1966,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,2733.0,Fatal
1966,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,2729.0,Injury
1966,USA,Texas,Bolivar Peninsula,Swimming,M,2728.0,Injury
1966,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,2727.0,Injury
1966,AUSTRALIA,New South Wales, Bellingen,Fishing,M,2725.0,Injury
1966,USA,Puerto Rico,0,Swimming,M,2721.0,Injury
1966,USA,Florida,"Hollywood, Broward County",Swimming,M,2707.0,Injury
1965,AUSTRALIA,South Australia,Cape Jervis,Fishing,0,2703.0,Injury
1965,AUSTRALIA,Queensland,Oak Beach,Surfing,M,2699.0,Injury
1965,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,2689.0,Injury
1965,MEXICO,Veracruz,Mocambo,Swimming,M,2683.0,Injury
1965,MEXICO,Veracruz,Playa Mocambo,Swimming,M,2680.0,Fatal
1965,MEXICO,Veracruz,Playa Mocambo,Swimming,M,2679.0,Fatal
1965,MEXICO,Veracruz,Mocambo,Swimming,M,2676.0,Injury
1965,USA,California,"Pacifica, San Mateo County",Surfing,M,2674.0,Injury
1965,AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,M,2663.0,Injury
